UniqueCarrier,FlightNum,Year,Month,DayofMonth,Origin,Dest,Distance
OO,1164,2011,8,15,IAH,TUS,936
WN,2556,2011,3,8,HOU,HRL,276
WN,355,2011,8,29,HOU,STL,687
DL,8,2011,6,11,IAH,ATL,689
XE,2427,2011,4,28,IAH,LBB,458
XE,2782,2011,8,31,IAH,TYS,771
WN,1789,2011,8,6,HOU,MDW,937
EV,5195,2011,8,21,IAH,MEM,468
WN,9,2011,3,15,HOU,FLL,957
CO,1015,2011,10,12,IAH,DEN,862
OO,1172,2011,6,3,IAH,COS,809
XE,2042,2011,3,27,IAH,BHM,562
XE,4653,2011,12,26,IAH,CLT,912
CO,1632,2011,7,18,IAH,LGA,1416
XE,2520,2011,6,20,IAH,CVG,871
XE,2026,2011,3,17,IAH,STL,668
WN,2025,2011,7,11,HOU,AUS,148
AA,657,2011,9,5,IAH,DFW,224
OO,5190,2011,10,10,IAH,ELP,667
XE,2147,2011,9,18,IAH,CID,845
CO,106,2011,7,15,IAH,EWR,1400
CO,1219,2011,8,28,IAH,BOS,1597
CO,89,2011,11,7,IAH,EWR,1400
CO,1407,2011,8,12,IAH,SJC,1608
XE,4663,2011,11,14,IAH,BNA,657
OO,4455,2011,7,13,IAH,SLC,1195
XE,2493,2011,6,16,IAH,ICT,542
XE,2082,2011,2,5,IAH,ABQ,744
WN,50,2011,1,26,HOU,DAL,239
XE,2591,2011,3,31,IAH,DAL,217
CO,326,2011,3,6,IAH,BWI,1235
CO,270,2011,1,9,IAH,SFO,1635
CO,1261,2011,11,12,IAH,AUS,140
CO,1527,2011,8,3,IAH,BWI,1235
CO,746,2011,1,13,IAH,ORD,925
CO,1071,2011,9,13,IAH,ANC,3266
XE,2442,2011,1,5,IAH,LFT,201
MQ,3717,2011,7,20,IAH,ORD,925
XE,2122,2011,4,5,IAH,MSP,1034
AA,865,2011,12,15,IAH,DFW,224
XE,2278,2011,9,9,IAH,OMA,781
XE,3120,2011,1,7,IAH,LIT,374
XE,4216,2011,10,16,IAH,BTR,253
FL,296,2011,8,31,HOU,ATL,696
CO,412,2011,4,25,IAH,IAD,1190
OO,5168,2011,11,22,IAH,AUS,140
XE,2734,2011,7,5,IAH,XNA,438
WN,1191,2011,11,8,HOU,TPA,781
XE,2132,2011,3,10,IAH,LIT,374
CO,1566,2011,9,16,IAH,LAX,1379
UA,774,2011,7,12,IAH,DEN,862
CO,1479,2011,3,13,IAH,SAT,191
XE,2600,2011,4,15,IAH,TUL,429
CO,1619,2011,7,30,IAH,LAX,1379
XE,4331,2011,11,10,IAH,HSV,595
WN,32,2011,8,19,HOU,DAL,239
CO,332,2011,6,12,IAH,LGA,1416
WN,971,2011,6,5,HOU,TPA,781
CO,47,2011,5,24,IAH,LAX,1379
CO,1776,2011,1,27,IAH,PHL,1324
WN,1104,2011,6,17,HOU,ELP,677
XE,2132,2011,7,6,IAH,LIT,374
CO,232,2011,6,28,IAH,LGA,1416
CO,1566,2011,9,13,IAH,LAS,1222
CO,1595,2011,7,16,IAH,DCA,1208
WN,1300,2011,12,19,HOU,MSY,302
CO,806,2011,6,10,IAH,IAD,1190
XE,2586,2011,1,18,IAH,IND,845
XE,2651,2011,7,12,IAH,MCI,643
CO,310,2011,1,21,IAH,EWR,1400
XE,2769,2011,4,14,IAH,ELP,667
XE,2501,2011,8,11,IAH,ELP,667
AA,1698,2011,5,14,IAH,DFW,224
CO,1779,2011,2,21,IAH,SAT,191
CO,1075,2011,10,22,IAH,IAD,1190
XE,2631,2011,8,9,IAH,LFT,201
OO,5183,2011,10,7,IAH,DFW,224
OO,5845,2011,8,4,IAH,ATL,689
CO,1795,2011,4,25,IAH,LAX,1379
XE,2371,2011,9,23,IAH,MSP,1034
XE,2027,2011,5,10,IAH,GRR,1042
WN,2068,2011,2,16,HOU,MAF,441
XE,2938,2011,8,10,IAH,HSV,595
WN,3426,2011,9,12,HOU,TUL,453
XE,2336,2011,4,5,IAH,ICT,542
XE,2079,2011,6,26,IAH,MAF,429
AA,1225,2011,3,17,IAH,DFW,224
WN,1271,2011,5,20,HOU,TPA,781
CO,137,2011,2,20,IAH,LAX,1379
WN,2068,2011,9,21,HOU,OKC,419
US,1824,2011,12,20,IAH,PHL,1325
XE,2357,2011,9,11,IAH,ICT,542
CO,332,2011,1,24,IAH,LGA,1416
WN,291,2011,8,11,HOU,MCO,849
CO,1620,2011,5,7,IAH,PHX,1009
WN,1514,2011,7,3,HOU,DAL,239
WN,333,2011,3,12,HOU,SAT,192
CO,1795,2011,1,14,IAH,LAX,1379
WN,586,2011,11,9,HOU,MSY,302
WN,1932,2011,8,20,HOU,GSP,845
XE,2041,2011,3,20,IAH,MKE,984
WN,3163,2011,9,24,HOU,HRL,276
CO,60,2011,6,6,IAH,EWR,1400
OO,1168,2011,6,4,IAH,ABQ,744
CO,1688,2011,6,27,IAH,DTW,1076
CO,467,2011,1,16,IAH,SEA,1874
CO,709,2011,1,12,IAH,PDX,1825
FL,294,2011,7,16,HOU,ATL,696
CO,1551,2011,10,17,IAH,AUS,140
XE,2920,2011,3,12,IAH,XNA,438
WN,1956,2011,1,6,HOU,SAT,192
OO,5817,2011,8,15,IAH,DSM,802
WN,269,2011,12,9,HOU,JAN,359
DL,2095,2011,3,16,IAH,ATL,689
WN,2664,2011,10,5,HOU,STL,687
XE,4574,2011,12,11,IAH,DAL,216
XE,2755,2011,7,21,IAH,ELP,667
CO,267,2011,5,13,IAH,SEA,1874
WN,1002,2011,12,19,HOU,DEN,883
CO,788,2011,6,28,IAH,DTW,1076
WN,1374,2011,7,13,HOU,TUL,453
WN,20,2011,2,1,HOU,DAL,239
CO,1630,2011,3,9,IAH,ATL,689
CO,432,2011,5,15,IAH,LGA,1416
WN,31,2011,5,25,HOU,PHX,1020
CO,697,2011,6,17,IAH,LAS,1222
XE,2782,2011,3,2,IAH,TYS,772
XE,2826,2011,4,28,IAH,DAL,217
WN,873,2011,10,19,HOU,TPA,781
XE,2301,2011,4,26,IAH,MLU,262
XE,2600,2011,3,30,IAH,TUL,429
CO,1,2011,3,6,IAH,HNL,3904
WN,489,2011,11,13,HOU,AUS,148
CO,1550,2011,10,31,IAH,AUS,140
MQ,3719,2011,8,7,IAH,LAX,1379
CO,1645,2011,8,9,IAH,CLE,1091
OO,5349,2011,8,8,IAH,ORD,925
XE,2434,2011,9,9,IAH,PNS,489
CO,167,2011,3,28,IAH,SEA,1874
OO,5241,2011,10,9,IAH,STL,667
CO,6,2011,12,8,IAH,SAT,191
XE,3026,2011,8,23,IAH,STL,667
CO,582,2011,2,11,IAH,BOS,1597
MQ,2870,2011,5,26,HOU,DFW,247
XE,4204,2011,12,6,IAH,TYS,771
MQ,3859,2011,11,14,IAH,ORD,925
XE,2213,2011,1,10,IAH,XNA,438
CO,1814,2011,7,13,IAH,LAS,1222
XE,2277,2011,1,6,IAH,BRO,308
DL,1590,2011,3,21,IAH,ATL,689
WN,760,2011,6,10,HOU,LAS,1235
CO,1646,2011,2,5,IAH,ORD,925
CO,1125,2011,9,9,IAH,SLC,1195
WN,1867,2011,7,3,HOU,MSY,302
XE,3027,2011,5,20,IAH,HRL,295
WN,32,2011,4,15,HOU,DAL,239
WN,2480,2011,2,22,HOU,AUS,148
WN,36,2011,7,18,HOU,DAL,239
XE,4391,2011,10,24,IAH,DAL,216
CO,397,2011,5,27,IAH,LAS,1222
CO,216,2011,6,26,IAH,BWI,1235
WN,439,2011,11,18,HOU,BWI,1246
OO,1156,2011,3,8,IAH,MSP,1034
CO,1036,2011,11,14,IAH,DEN,862
XE,4446,2011,11,27,IAH,JAN,351
WN,3216,2011,12,18,HOU,DAL,239
XE,2069,2011,7,20,IAH,LRD,301
WN,36,2011,12,8,HOU,DAL,239
XE,2402,2011,6,25,IAH,VPS,528
WN,945,2011,1,22,HOU,ABQ,759
CO,510,2011,1,14,IAH,EWR,1400
XE,2289,2011,7,23,IAH,OKC,395
CO,1552,2011,7,24,IAH,IND,844
WN,212,2011,12,4,HOU,MSY,302
WN,45,2011,1,9,HOU,BWI,1246
XE,4304,2011,12,22,IAH,LFT,201
XE,3004,2011,8,8,IAH,MKE,984
CO,408,2011,2,25,IAH,EWR,1400
XE,2200,2011,8,22,IAH,OKC,395
OO,5238,2011,11,25,IAH,COS,809
UA,995,2011,7,5,IAH,IAD,1190
CO,1177,2011,8,23,IAH,SEA,1874
CO,403,2011,6,29,IAH,SAN,1303
CO,423,2011,3,6,IAH,MSY,305
WN,1343,2011,10,25,HOU,BHM,570
WN,1389,2011,3,23,HOU,HRL,276
CO,1087,2011,9,24,IAH,BOS,1597
XE,2755,2011,6,8,IAH,ELP,667
XE,4144,2011,11,30,IAH,MEM,468
XE,4485,2011,10,26,IAH,SHV,192
WN,3257,2011,9,23,HOU,ELP,677
CO,216,2011,6,25,IAH,BWI,1235
CO,1645,2011,8,7,IAH,CLE,1091
WN,2419,2011,1,29,HOU,TUL,453
XE,6175,2011,10,28,IAH,DEN,862
OO,1117,2011,7,20,IAH,CVG,871
XE,3078,2011,7,15,IAH,RIC,1157
CO,1609,2011,11,14,IAH,SMF,1609
XE,2748,2011,8,11,IAH,MOB,427
XE,4188,2011,10,18,IAH,TUL,429
XE,2908,2011,2,7,IAH,AMA,519
XE,2423,2011,4,1,IAH,ELP,667
WN,3943,2011,11,12,HOU,DEN,883
XE,2728,2011,7,28,IAH,TYS,771
XE,3038,2011,6,29,IAH,BNA,657
XE,4412,2011,10,14,IAH,LBB,458
CO,1649,2011,9,12,IAH,SNA,1346
CO,1100,2011,11,27,IAH,LGA,1416
MQ,3724,2011,12,12,IAH,LAX,1379
XE,2082,2011,2,22,IAH,ABQ,744
XE,3058,2011,5,29,IAH,TUL,429
CO,1267,2011,11,18,IAH,MCO,854
OO,1108,2011,6,1,IAH,TUS,936
WN,47,2011,1,26,HOU,FLL,957
CO,663,2011,3,3,IAH,EGE,935
CO,1006,2011,12,14,IAH,ORD,925
US,1828,2011,12,27,IAH,PHL,1325
WN,50,2011,2,22,HOU,DAL,239
WN,31,2011,4,24,HOU,TPA,781
XE,2336,2011,8,5,IAH,ICT,542
CO,482,2011,2,22,IAH,BOS,1597
XE,2792,2011,1,7,IAH,TUL,429
MQ,3717,2011,5,22,IAH,ORD,925
CO,1712,2011,12,4,IAH,SFO,1635
WN,2288,2011,9,27,HOU,PHX,1020
XE,3137,2011,1,28,IAH,LEX,828
XE,3041,2011,8,30,IAH,CRP,201
XE,4398,2011,11,10,IAH,LFT,201
XE,4439,2011,10,21,IAH,IND,844
XE,4154,2011,12,4,IAH,MFE,316
XE,4529,2011,12,22,IAH,TYS,771
XE,2847,2011,3,11,IAH,TUS,936
CO,1563,2011,11,27,IAH,SAN,1303
WN,3317,2011,4,14,HOU,BNA,670
MQ,3328,2011,4,11,HOU,DFW,247
WN,243,2011,8,22,HOU,CRP,187
CO,35,2011,3,1,IAH,AUS,140
CO,1268,2011,10,24,IAH,BOS,1597
CO,767,2011,5,10,IAH,SEA,1874
XE,3042,2011,9,4,IAH,JAX,817
CO,752,2011,2,27,IAH,SLC,1195
CO,137,2011,1,12,IAH,LAX,1379
CO,795,2011,5,8,IAH,LAX,1379
WN,3493,2011,11,2,HOU,DEN,883
CO,1439,2011,8,10,IAH,MFE,316
MQ,2958,2011,9,11,HOU,DFW,247
CO,401,2011,5,11,IAH,EWR,1400
CO,297,2011,1,14,IAH,LAS,1222
XE,2430,2011,2,12,IAH,MFE,316
WN,399,2011,9,29,HOU,LAX,1390
CO,1607,2011,10,31,IAH,SNA,1346
XE,4598,2011,9,23,IAH,JAX,817
WN,20,2011,2,2,HOU,DAL,239
XE,2841,2011,3,22,IAH,DAY,929
CO,1830,2011,3,16,IAH,PBI,956
XE,2492,2011,6,23,IAH,RDU,1043
DL,944,2011,5,12,IAH,ATL,689
CO,500,2011,1,30,IAH,IND,845
XE,4642,2011,10,21,IAH,SLC,1195
XE,2939,2011,3,28,IAH,MCI,643
CO,1476,2011,3,14,IAH,PHL,1324
XE,2581,2011,6,27,IAH,CRP,201
CO,1705,2011,6,28,IAH,MFE,316
CO,1695,2011,6,18,IAH,LAX,1379
WN,1576,2011,5,15,HOU,MSY,303
CO,59,2011,7,11,IAH,DEN,862
XE,2008,2011,2,22,IAH,JAX,817
WN,1745,2011,4,16,HOU,SAT,192
XE,4507,2011,11,22,IAH,MKE,984
XE,2692,2011,2,13,IAH,LFT,201
CO,1669,2011,8,20,IAH,SFO,1635
XE,4519,2011,12,1,IAH,TUL,429
WN,41,2011,3,31,HOU,CRP,187
AA,2185,2011,2,26,IAH,MIA,964
XE,2599,2011,1,28,IAH,MSP,1034
WN,4,2011,4,1,HOU,DAL,239
XE,4319,2011,10,27,IAH,SAV,851
XE,2495,2011,9,19,IAH,BHM,562
XE,2563,2011,8,23,IAH,BHM,562
WN,39,2011,10,9,HOU,CRP,187
WN,30,2011,3,5,HOU,DAL,239
WN,3301,2011,4,30,HOU,LAS,1235
WN,44,2011,6,29,HOU,DAL,239
OO,5810,2011,7,4,IAH,MAF,429
OO,1153,2011,5,23,IAH,OMA,781
WN,23,2011,4,5,HOU,GSP,845
WN,6,2011,5,15,HOU,DAL,239
XE,2581,2011,9,5,IAH,CRP,201
CO,1519,2011,12,17,IAH,RNO,1530
XE,2803,2011,6,24,IAH,SHV,192
CO,267,2011,1,29,IAH,SEA,1874
CO,1490,2011,7,14,IAH,SFO,1635
XE,2062,2011,6,14,IAH,LRD,301
CO,1677,2011,9,8,IAH,LAS,1222
WN,2347,2011,9,20,HOU,EWR,1411
XE,4577,2011,10,27,IAH,GPT,376
CO,1492,2011,10,2,IAH,TPA,787
WN,3123,2011,12,11,HOU,LAX,1390
CO,558,2011,1,27,IAH,DCA,1208
XE,2442,2011,8,24,IAH,LFT,201
WN,465,2011,7,12,HOU,SAT,192
WN,819,2011,5,24,HOU,AUS,148
WN,213,2011,7,13,HOU,MSY,302
CO,1830,2011,7,6,IAH,PBI,956
CO,1688,2011,7,7,IAH,DTW,1075
CO,1479,2011,1,21,IAH,SAT,191
CO,59,2011,5,20,IAH,DEN,862
CO,586,2011,5,11,IAH,MCO,853
XE,2597,2011,3,20,IAH,SAV,851
CO,658,2011,1,22,IAH,DCA,1208
XE,2036,2011,3,26,IAH,JAX,817
CO,1719,2011,2,22,IAH,MTJ,926
WN,955,2011,12,28,HOU,OKC,419
CO,511,2011,4,14,IAH,MFE,316
XE,4560,2011,12,12,IAH,CRP,201
XE,3092,2011,3,18,IAH,MCI,643
OO,2030,2011,9,23,IAH,OMA,781
XE,2593,2011,3,10,IAH,OMA,781
CO,59,2011,8,17,IAH,DEN,862
OO,5253,2011,10,10,IAH,COS,809
MQ,3216,2011,10,19,HOU,DFW,247
CO,1887,2011,8,7,IAH,FLL,965
XE,2008,2011,5,12,IAH,JAX,817
CO,559,2011,5,14,IAH,SNA,1347
WN,197,2011,1,31,HOU,LAX,1390
MQ,2870,2011,7,14,HOU,DFW,247
CO,1488,2011,3,5,IAH,DTW,1076
XE,2472,2011,1,16,IAH,JAX,817
CO,1490,2011,7,4,IAH,SFO,1635
CO,1268,2011,10,9,IAH,BOS,1597
CO,209,2011,4,18,IAH,PDX,1825
WN,43,2011,8,14,HOU,TPA,781
WN,27,2011,8,26,HOU,CRP,187
CO,33,2011,4,27,IAH,MSY,305
WN,197,2011,1,20,HOU,LAX,1390
XE,2346,2011,4,22,IAH,HSV,595
XE,2974,2011,3,19,IAH,MCI,643
XE,2581,2011,1,27,IAH,CRP,201
CO,106,2011,4,27,IAH,EWR,1400
XE,4405,2011,10,5,IAH,CVG,871
XE,4436,2011,10,9,IAH,DFW,224
WN,249,2011,10,3,HOU,SAT,192
CO,1423,2011,9,14,IAH,SEA,1874
CO,1441,2011,3,22,IAH,AUS,140
XE,4324,2011,12,15,IAH,HOB,501
XE,4607,2011,11,2,IAH,TYS,771
CO,382,2011,6,10,IAH,BOS,1597
XE,4250,2011,11,30,IAH,MKE,984
CO,1712,2011,9,1,IAH,DEN,862
WN,207,2011,8,6,HOU,SAT,192
DL,1590,2011,6,3,IAH,ATL,689
CO,408,2011,6,9,IAH,EWR,1400
CO,1143,2011,12,20,IAH,MSY,305
WN,3,2011,10,24,HOU,HRL,277
WN,1227,2011,3,2,HOU,BNA,670
XE,4632,2011,10,19,IAH,MSY,305
DL,1471,2011,2,7,HOU,ATL,696
XE,2759,2011,7,10,IAH,BHM,562
OO,5172,2011,12,22,IAH,DFW,224
CO,1814,2011,8,7,IAH,LAS,1222
CO,1717,2011,9,4,IAH,SAN,1303
WN,6,2011,8,23,HOU,DAL,239
XE,2936,2011,1,6,IAH,AEX,190
XE,2841,2011,5,28,IAH,DAY,929
WN,3680,2011,11,26,HOU,DAL,239
XE,2340,2011,6,12,IAH,SDF,788
XE,2357,2011,8,6,IAH,LRD,301
XE,2214,2011,9,10,IAH,RSW,861
OO,5802,2011,7,5,IAH,ATL,689
US,270,2011,6,3,IAH,PHX,1009
XE,4456,2011,10,18,IAH,TYS,771
CO,1678,2011,8,9,IAH,RDU,1042
XE,3040,2011,1,22,IAH,BHM,562
CO,1459,2011,7,29,IAH,SNA,1346
XE,4708,2011,10,17,IAH,PIT,1117
CO,1546,2011,12,27,IAH,EWR,1400
WN,1299,2011,3,26,HOU,MSY,303
CO,323,2011,6,1,IAH,MSY,305
OO,1190,2011,8,12,IAH,OMA,781
CO,697,2011,1,29,IAH,LAS,1222
WN,2192,2011,10,2,HOU,BWI,1246
OO,5241,2011,11,16,IAH,DAL,216
CO,1093,2011,10,6,IAH,DEN,862
CO,1629,2011,8,11,IAH,SNA,1346
CO,1272,2011,8,29,IAH,PHX,1009
XE,2050,2011,5,30,IAH,RIC,1157
EV,5266,2011,11,23,IAH,DTW,1075
UA,801,2011,4,5,IAH,DEN,862
WN,39,2011,10,4,HOU,CRP,187
XE,3127,2011,2,2,IAH,LBB,458
CO,1690,2011,12,15,IAH,PDX,1825
WN,12,2011,9,15,HOU,DAL,239
CO,1433,2011,10,24,IAH,DCA,1208
MQ,3859,2011,2,5,IAH,ORD,925
XE,2847,2011,2,13,IAH,TUS,936
WN,2219,2011,10,18,HOU,MSY,302
WN,297,2011,8,2,HOU,TPA,781
XE,2594,2011,2,27,IAH,OKC,395
XE,2840,2011,6,26,IAH,PNS,489
XE,2278,2011,9,29,IAH,OMA,781
MQ,2958,2011,9,6,HOU,DFW,247
XE,4157,2011,10,16,IAH,BNA,657
DL,1235,2011,3,28,IAH,ATL,689
XE,4417,2011,10,18,IAH,LFT,201
MQ,3724,2011,4,11,IAH,LAX,1379
WN,4,2011,11,22,HOU,DAL,239
WN,305,2011,5,16,HOU,LAS,1235
MQ,3786,2011,12,19,IAH,ORD,925
XE,2901,2011,8,13,IAH,MFE,316
XE,2174,2011,4,13,IAH,PNS,489
CO,279,2011,1,29,IAH,SAT,191
XE,4405,2011,10,26,IAH,CVG,871
XE,2280,2011,1,31,IAH,PNS,489
XE,3098,2011,8,20,IAH,CRP,201
XE,2025,2011,7,15,IAH,ABQ,744
CO,352,2011,3,7,IAH,GUC,886
CO,1724,2011,7,28,IAH,SFO,1635
XE,4685,2011,9,23,IAH,XNA,438
XE,2724,2011,8,2,IAH,STL,667
XE,2213,2011,4,27,IAH,XNA,438
OO,5178,2011,11,23,IAH,DFW,224
CO,1617,2011,7,12,IAH,PHL,1325
XE,4221,2011,11,6,IAH,MEM,468
CO,1654,2011,8,2,IAH,DEN,862
XE,4116,2011,11,2,IAH,CRP,201
MQ,3210,2011,6,16,HOU,DFW,247
XE,2432,2011,7,17,IAH,PBI,956
WN,45,2011,2,2,HOU,BWI,1246
CO,1006,2011,1,23,IAH,TPA,787
CO,1104,2011,10,4,IAH,EWR,1400
WN,255,2011,8,22,HOU,JAN,359
XE,2891,2011,3,7,IAH,JAN,351
XE,2054,2011,1,2,IAH,RSW,861
CO,1852,2011,3,23,IAH,FLL,965
OO,5810,2011,3,22,IAH,COS,809
DL,1405,2011,6,21,IAH,MSP,1034
OO,1118,2011,5,31,IAH,CVG,871
XE,2884,2011,1,12,IAH,DAL,217
XE,2576,2011,1,21,IAH,BHM,562
CO,520,2011,1,9,IAH,PHX,1009
XE,2434,2011,8,28,IAH,PNS,489
XE,4371,2011,11,18,IAH,GSO,987
OO,5811,2011,8,5,IAH,MCI,643
CO,1552,2011,3,4,IAH,MFE,316
XE,2278,2011,8,12,IAH,OMA,781
CO,197,2011,6,19,IAH,LAS,1222
XE,2010,2011,4,8,IAH,SDF,788
WN,39,2011,4,22,HOU,BNA,670
US,362,2011,7,1,IAH,PHX,1009
CO,1448,2011,5,21,IAH,FLL,965
WN,1145,2011,12,29,HOU,MSY,302
WN,1747,2011,1,7,HOU,MDW,937
XE,4611,2011,12,21,IAH,LBB,458
UA,230,2011,3,22,IAH,ORD,925
CO,1474,2011,9,9,IAH,CLE,1091
XE,4582,2011,9,19,IAH,TYS,771
OO,1186,2011,5,7,IAH,RDU,1043
CO,881,2011,7,26,IAH,IAD,1190
CO,1474,2011,7,16,IAH,OKC,395
CO,542,2011,1,9,IAH,SLC,1195
XE,2525,2011,6,22,IAH,GPT,376
XE,3002,2011,2,22,IAH,BNA,657
XE,2967,2011,5,15,IAH,LBB,458
XE,2769,2011,3,11,IAH,ELP,667
XE,2481,2011,2,3,IAH,CRP,201
CO,1480,2011,10,6,IAH,LAS,1222
CO,410,2011,6,13,IAH,EWR,1400
CO,1409,2011,11,4,IAH,PIT,1117
WN,8,2011,4,1,HOU,DAL,239
XE,2069,2011,1,15,IAH,LRD,301
AA,2237,2011,5,18,IAH,DFW,224
XE,2386,2011,6,3,IAH,GSO,986
XE,2236,2011,9,28,IAH,BTR,253
CO,1485,2011,7,11,IAH,SEA,1874
CO,1148,2011,8,26,IAH,PDX,1825
CO,1251,2011,9,2,IAH,SNA,1346
OO,1187,2011,4,20,IAH,CLT,913
CO,1714,2011,2,18,IAH,SMF,1609
CO,847,2011,7,2,IAH,SEA,1874
CO,270,2011,4,4,IAH,SFO,1635
XE,4220,2011,12,4,IAH,TYS,771
CO,299,2011,1,27,IAH,DEN,862
MQ,3796,2011,10,13,IAH,ORD,925
XE,3008,2011,7,9,IAH,IAD,1190
WN,34,2011,6,6,HOU,DAL,239
XE,2625,2011,8,9,IAH,HRL,295
XE,4108,2011,12,31,IAH,DFW,224
XE,2277,2011,3,4,IAH,BRO,308
XE,2162,2011,1,31,IAH,TUL,429
XE,2651,2011,3,27,IAH,MCI,643
XE,2254,2011,6,24,IAH,BTR,253
CO,1552,2011,9,23,IAH,PIT,1117
OO,4588,2011,8,20,IAH,MSP,1034
MQ,3217,2011,11,19,HOU,DFW,247
CO,1628,2011,10,5,IAH,SAN,1303
WN,2358,2011,9,24,HOU,HRL,276
CO,426,2011,6,3,IAH,BWI,1235
OO,1176,2011,5,7,IAH,MSP,1034
XE,4259,2011,10,8,IAH,SAT,191
XE,3036,2011,3,5,IAH,CHS,925
OO,5834,2011,2,23,IAH,OKC,395
WN,30,2011,9,7,HOU,DAL,239
WN,405,2011,2,25,HOU,DEN,883
XE,2304,2011,3,28,IAH,GPT,376
CO,1550,2011,11,6,IAH,AUS,140
WN,349,2011,5,4,HOU,BWI,1246
XE,2841,2011,1,5,IAH,DAY,929
CO,1648,2011,9,6,IAH,DCA,1208
XE,3082,2011,1,2,IAH,SDF,788
CO,1476,2011,6,22,IAH,PHL,1324
OO,5217,2011,11,13,IAH,TUS,936
CO,776,2011,1,18,IAH,PHL,1324
WN,563,2011,1,21,HOU,CRP,187
WN,2502,2011,2,28,HOU,HRL,276
XE,2376,2011,8,14,IAH,ICT,542
CO,47,2011,3,25,IAH,LAX,1379
CO,1471,2011,11,13,IAH,PIT,1117
WN,579,2011,1,28,HOU,AUS,148
XE,2369,2011,4,23,IAH,TUS,936
WN,532,2011,12,31,HOU,STL,687
OO,2020,2011,9,3,IAH,COS,809
XE,2283,2011,5,25,IAH,CID,845
WN,966,2011,7,2,HOU,MSY,302
WN,1616,2011,10,26,HOU,HRL,277
XE,2592,2011,7,16,IAH,TUL,429
WN,1863,2011,6,30,HOU,DEN,883
XE,2496,2011,7,13,IAH,SDF,788
CO,1859,2011,8,5,IAH,DCA,1208
OO,5156,2011,11,9,IAH,DFW,224
WN,680,2011,2,2,HOU,BNA,670
CO,1662,2011,6,20,IAH,RSW,861
WN,2372,2011,1,3,HOU,JAN,359
F9,777,2011,6,14,HOU,DEN,883
CO,1451,2011,3,25,IAH,CLT,913
CO,510,2011,1,21,IAH,EWR,1400
WN,230,2011,6,5,HOU,JAN,359
XE,4253,2011,12,8,IAH,PBI,956
CO,1432,2011,9,3,IAH,SFO,1635
CO,1541,2011,6,23,IAH,AUS,140
OO,5256,2011,12,4,IAH,STL,667
XE,2830,2011,8,11,IAH,JAN,351
WN,859,2011,7,1,HOU,MSY,302
WN,1191,2011,11,15,HOU,TPA,781
CO,1597,2011,11,10,IAH,ONT,1334
CO,220,2011,6,15,IAH,PHX,1009
CO,1523,2011,11,15,IAH,PBI,956
CO,558,2011,6,13,IAH,DCA,1208
CO,1748,2011,6,23,IAH,FLL,965
WN,33,2011,8,11,HOU,ECP,571
WN,15,2011,2,6,HOU,ECP,570
CO,709,2011,5,23,IAH,PDX,1825
XE,2597,2011,7,21,IAH,SAV,851
XE,2907,2011,4,28,IAH,LFT,201
XE,2493,2011,9,23,IAH,GRR,1042
CO,1077,2011,12,3,IAH,CLE,1091
XE,2597,2011,2,3,IAH,SAV,851
WN,3231,2011,12,27,HOU,BNA,670
CO,1572,2011,12,14,IAH,RDU,1042
CO,1284,2011,12,8,IAH,DEN,862
XE,4685,2011,10,20,IAH,CVG,871
US,1978,2011,8,18,IAH,CLT,912
US,1944,2011,1,17,IAH,CLT,913
XE,3044,2011,8,2,IAH,CMH,986
XE,2171,2011,1,10,IAH,ORF,1201
CO,1448,2011,1,8,IAH,FLL,965
AA,2137,2011,2,12,IAH,MIA,964
CO,1646,2011,1,19,IAH,ORD,925
CO,1548,2011,8,29,IAH,PDX,1825
CO,1699,2011,12,7,IAH,LGA,1416
OO,1198,2011,3,13,IAH,TUS,936
CO,1423,2011,9,24,IAH,ORD,925
XE,2606,2011,7,13,IAH,MEM,468
FL,292,2011,8,18,HOU,ATL,696
XE,2026,2011,6,8,IAH,STL,668
XE,3098,2011,5,22,IAH,RDU,1043
XE,2171,2011,6,25,IAH,ORF,1201
UA,404,2011,10,13,IAH,SFO,1635
XE,2163,2011,9,9,IAH,LBB,458
CO,1239,2011,10,2,IAH,LAX,1379
OO,1139,2011,7,20,IAH,OMA,781
XE,4432,2011,10,25,IAH,ELP,667
CO,1185,2011,11,28,IAH,LAS,1222
XE,2755,2011,4,23,IAH,ELP,667
AS,731,2011,3,20,IAH,SEA,1874
XE,2873,2011,4,1,IAH,AMA,519
XE,2681,2011,3,15,IAH,LFT,201
US,1679,2011,9,18,IAH,CLT,912
XE,4685,2011,9,26,IAH,XNA,438
XE,2809,2011,7,6,IAH,CRP,201
WN,51,2011,8,7,HOU,MCO,849
CO,1790,2011,6,12,IAH,MIA,964
XE,4202,2011,12,11,IAH,ATL,689
XE,3060,2011,7,26,IAH,OKC,395
XE,2526,2011,8,20,IAH,SAV,851
WN,1222,2011,7,11,HOU,OAK,1642
XE,2881,2011,2,22,IAH,BNA,657
WN,11,2011,4,13,HOU,MSY,303
XE,4400,2011,11,23,IAH,OMA,781
CO,1151,2011,10,27,IAH,PDX,1825
CO,60,2011,5,26,IAH,EWR,1400
XE,4144,2011,12,2,IAH,MEM,468
US,269,2011,6,28,IAH,PHX,1009
XE,2841,2011,5,17,IAH,DAY,929
CO,1006,2011,10,22,IAH,ORD,925
CO,442,2011,1,3,IAH,TUL,429
XE,2881,2011,7,17,IAH,BNA,657
